identifier,datestamp,datafield,doi
oai:repo.scoap3.org:25277,2019-08-01T09:57:36Z,DOI10.1016/j.nuclphysb.2018.04.018,10.1016/j.nuclphysb.2018.04.018
oai:repo.scoap3.org:25295,2019-08-01T09:55:53Z,DOI10.1016/j.physletb.2018.04.066,10.1016/j.physletb.2018.04.066
oai:repo.scoap3.org:25293,2019-08-01T09:38:42Z,DOI10.1016/j.physletb.2018.04.064,10.1016/j.physletb.2018.04.064
oai:repo.scoap3.org:25292,2019-08-01T09:37:22Z,DOI10.1016/j.physletb.2018.04.065,10.1016/j.physletb.2018.04.065
oai:repo.scoap3.org:25287,2019-08-01T09:57:32Z,DOI10.1016/j.physletb.2018.04.061,10.1016/j.physletb.2018.04.061
oai:repo.scoap3.org:25300,2019-08-01T09:38:46Z,DOI10.1016/j.physletb.2018.04.028,10.1016/j.physletb.2018.04.028
oai:repo.scoap3.org:25271,2019-08-01T09:54:24Z,DOI10.1016/j.physletb.2018.04.052,10.1016/j.physletb.2018.04.052
oai:repo.scoap3.org:25262,2019-08-01T09:53:29Z,DOI10.1016/j.physletb.2018.04.044,10.1016/j.physletb.2018.04.044
oai:repo.scoap3.org:25263,2019-08-01T09:37:22Z,DOI10.1016/j.physletb.2018.04.041,10.1016/j.physletb.2018.04.041
oai:repo.scoap3.org:25261,2019-08-01T09:56:10Z,DOI10.1016/j.physletb.2018.04.032,10.1016/j.physletb.2018.04.032
oai:repo.scoap3.org:25302,2019-08-01T09:47:28Z,DOI10.1016/j.physletb.2018.04.034,10.1016/j.physletb.2018.04.034
oai:repo.scoap3.org:25307,2019-08-01T09:43:41Z,DOI10.1016/j.physletb.2018.05.002,10.1016/j.physletb.2018.05.002
oai:repo.scoap3.org:40165,2019-08-01T09:39:37Z,DOI10.1103/PhysRevD.97.104004,10.1103/physrevd.97.104004
oai:repo.scoap3.org:25320,2019-08-01T09:43:02Z,DOI10.1007/JHEP05(2018)009,10.1007/jhep05(2018)009
oai:repo.scoap3.org:25330,2019-08-01T09:54:18Z,DOI10.1016/j.physletb.2018.04.043,10.1016/j.physletb.2018.04.043
oai:repo.scoap3.org:25341,2019-08-01T09:55:15Z,DOI10.1140/epjc/s10052-018-5846-5,10.1140/epjc/s10052-018-5846-5
oai:repo.scoap3.org:25071,2019-08-01T09:55:37Z,DOI10.1093/ptep/pty038,10.1093/ptep/pty038
oai:repo.scoap3.org:25069,2019-08-01T09:52:26Z,DOI10.1093/ptep/pty039,10.1093/ptep/pty039
oai:repo.scoap3.org:25347,2019-08-01T09:48:25Z,DOI10.1016/j.physletb.2018.05.004,10.1016/j.physletb.2018.05.004
oai:repo.scoap3.org:25354,2019-08-01T09:41:40Z,DOI10.1007/JHEP05(2018)029,10.1007/jhep05(2018)029
oai:repo.scoap3.org:25360,2019-08-01T09:51:39Z,DOI10.1088/1674-1137/42/5/053103,10.1088/1674-1137/42/5/053103
oai:repo.scoap3.org:25359,2019-08-01T09:39:01Z,DOI10.1088/1674-1137/42/5/053101,10.1088/1674-1137/42/5/053101
oai:repo.scoap3.org:25366,2019-08-01T09:55:41Z,DOI10.1007/JHEP04(2018)103,10.1007/jhep04(2018)103
oai:repo.scoap3.org:25376,2019-08-01T09:50:46Z,DOI10.1016/j.nuclphysb.2018.05.004,10.1016/j.nuclphysb.2018.05.004
oai:repo.scoap3.org:25388,2019-08-01T09:50:49Z,DOI10.1007/JHEP05(2018)031,10.1007/jhep05(2018)031
oai:repo.scoap3.org:25381,2019-08-01T09:51:32Z,DOI10.1007/JHEP04(2018)097,10.1007/jhep04(2018)097
oai:repo.scoap3.org:25390,2019-08-01T09:41:35Z,DOI10.1007/JHEP05(2018)033,10.1007/jhep05(2018)033
oai:repo.scoap3.org:25396,2019-08-01T09:44:41Z,DOI10.1007/JHEP05(2018)051,10.1007/jhep05(2018)051
oai:repo.scoap3.org:25067,2019-08-01T09:51:24Z,DOI10.1140/epjc/s10052-018-5770-8,10.1140/epjc/s10052-018-5770-8
oai:repo.scoap3.org:25063,2019-08-01T09:53:00Z,DOI10.1140/epjc/s10052-018-5744-x,10.1140/epjc/s10052-018-5744-x
oai:repo.scoap3.org:25052,2019-08-01T09:44:40Z,DOI10.1140/epjc/s10052-018-5774-4,10.1140/epjc/s10052-018-5774-4
oai:repo.scoap3.org:40181,2019-08-01T09:44:36Z,DOI10.1103/PhysRevLett.120.191801,10.1103/physrevlett.120.191801
oai:repo.scoap3.org:25406,2019-08-01T09:48:57Z,DOI10.1007/JHEP05(2018)005,10.1007/jhep05(2018)005
oai:repo.scoap3.org:25424,2019-08-01T09:55:23Z,DOI10.1140/epjc/s10052-018-5832-y,10.1140/epjc/s10052-018-5832-y
oai:repo.scoap3.org:25421,2019-08-01T09:35:42Z,DOI10.1007/JHEP05(2018)044,10.1007/jhep05(2018)044
oai:repo.scoap3.org:25443,2019-08-01T09:37:28Z,DOI10.1016/j.physletb.2018.05.022,10.1016/j.physletb.2018.05.022
oai:repo.scoap3.org:25439,2019-08-01T09:50:49Z,DOI10.1016/j.physletb.2018.05.020,10.1016/j.physletb.2018.05.020
oai:repo.scoap3.org:25465,2019-08-01T09:52:30Z,DOI10.1140/epjc/s10052-018-5855-4,10.1140/epjc/s10052-018-5855-4
oai:repo.scoap3.org:25462,2019-08-01T09:53:47Z,DOI10.1007/JHEP04(2018)068,10.1007/jhep04(2018)068
oai:repo.scoap3.org:25463,2019-08-01T09:53:17Z,DOI10.1007/JHEP04(2018)100,10.1007/jhep04(2018)100
oai:repo.scoap3.org:25470,2019-08-01T09:36:21Z,DOI10.1016/j.physletb.2018.05.023,10.1016/j.physletb.2018.05.023
oai:repo.scoap3.org:25468,2019-08-01T09:58:11Z,DOI10.1016/j.physletb.2018.05.026,10.1016/j.physletb.2018.05.026
oai:repo.scoap3.org:23498,2019-08-01T09:53:43Z,DOI10.1007/JHEP02(2018)016,10.1007/jhep02(2018)016
oai:repo.scoap3.org:23497,2019-08-01T09:46:22Z,DOI10.1007/JHEP02(2018)012,10.1007/jhep02(2018)012
oai:repo.scoap3.org:16672,2019-08-01T09:46:12Z,DOI10.1007/JHEP08(2016)012,10.1007/jhep08(2016)012
oai:repo.scoap3.org:18417,2019-08-01T09:46:35Z,DOI10.1007/JHEP12(2016)119,10.1007/jhep12(2016)119
oai:repo.scoap3.org:22675,2019-08-01T09:53:43Z,DOI10.1007/JHEP12(2017)039,10.1007/jhep12(2017)039
oai:repo.scoap3.org:21784,2019-08-01T09:38:55Z,DOI10.1007/JHEP10(2017)017,10.1007/jhep10(2017)017
oai:repo.scoap3.org:16105,2019-08-01T09:42:53Z,DOI10.1007/JHEP06(2016)115,10.1007/jhep06(2016)115
oai:repo.scoap3.org:17981,2019-08-01T09:53:39Z,DOI10.1007/JHEP11(2016)098,10.1007/jhep11(2016)098
oai:repo.scoap3.org:16076,2019-08-01T09:54:42Z,DOI10.1007/JHEP06(2016)098,10.1007/jhep06(2016)098
oai:repo.scoap3.org:16073,2019-08-01T09:55:31Z,DOI10.1007/JHEP06(2016)095,10.1007/jhep06(2016)095
oai:repo.scoap3.org:17857,2019-08-01T09:55:31Z,DOI10.1007/JHEP11(2016)065,10.1007/jhep11(2016)065
oai:repo.scoap3.org:16589,2019-08-01T09:39:06Z,DOI10.1007/JHEP07(2016)132,10.1007/jhep07(2016)132
oai:repo.scoap3.org:16588,2019-08-01T09:51:46Z,DOI10.1007/JHEP07(2016)130,10.1007/jhep07(2016)130
oai:repo.scoap3.org:25131,2019-08-01T09:54:23Z,DOI10.1007/JHEP04(2018)130,10.1007/jhep04(2018)130
oai:repo.scoap3.org:19456,2019-08-01T09:55:31Z,DOI10.1007/JHEP03(2017)108,10.1007/jhep03(2017)108
oai:repo.scoap3.org:13776,2019-08-01T09:54:23Z,DOI10.1007/JHEP02(2016)040,10.1007/jhep02(2016)040
oai:repo.scoap3.org:19458,2019-08-01T09:56:08Z,DOI10.1007/JHEP03(2017)104,10.1007/jhep03(2017)104
oai:repo.scoap3.org:22923,2019-08-01T09:45:54Z,DOI10.1007/JHEP12(2017)140,10.1007/jhep12(2017)140
oai:repo.scoap3.org:24305,2019-08-01T09:48:05Z,DOI10.1007/JHEP03(2018)042,10.1007/jhep03(2018)042
oai:repo.scoap3.org:22162,2019-08-01T09:46:18Z,DOI10.1007/JHEP11(2017)006,10.1007/jhep11(2017)006
oai:repo.scoap3.org:17500,2019-08-01T09:46:37Z,DOI10.1007/JHEP10(2016)049,10.1007/jhep10(2016)049
oai:repo.scoap3.org:22595,2019-08-01T09:46:20Z,DOI10.1007/JHEP12(2017)002,10.1007/jhep12(2017)002
oai:repo.scoap3.org:13515,2019-08-01T09:55:31Z,DOI10.1007/JHEP01(2016)120,10.1007/jhep01(2016)120
oai:repo.scoap3.org:13513,2019-08-01T09:46:18Z,DOI10.1007/JHEP01(2016)116,10.1007/jhep01(2016)116
oai:repo.scoap3.org:14985,2019-08-01T09:52:40Z,DOI10.1007/JHEP03(2016)187,10.1007/jhep03(2016)187
oai:repo.scoap3.org:14984,2019-08-01T09:39:20Z,DOI10.1007/JHEP03(2016)185,10.1007/jhep03(2016)185
oai:repo.scoap3.org:24202,2019-08-01T09:50:36Z,DOI10.1007/JHEP03(2018)020,10.1007/jhep03(2018)020
oai:repo.scoap3.org:24200,2019-08-01T09:52:54Z,DOI10.1007/JHEP03(2018)018,10.1007/jhep03(2018)018
oai:repo.scoap3.org:21307,2019-08-01T09:36:37Z,DOI10.1007/JHEP08(2017)124,10.1007/jhep08(2017)124
oai:repo.scoap3.org:14744,2019-08-01T09:36:58Z,DOI10.1007/JHEP03(2016)074,10.1007/jhep03(2016)074
oai:repo.scoap3.org:24565,2019-08-01T09:51:14Z,DOI10.1007/JHEP03(2018)156,10.1007/jhep03(2018)156
oai:repo.scoap3.org:13428,2019-08-01T09:51:14Z,DOI10.1007/JHEP01(2016)072,10.1007/jhep01(2016)072
oai:repo.scoap3.org:13420,2019-08-01T09:52:56Z,DOI10.1007/JHEP01(2016)070,10.1007/jhep01(2016)070
oai:repo.scoap3.org:20920,2019-08-01T09:50:28Z,DOI10.1007/JHEP07(2017)136,10.1007/jhep07(2017)136
oai:repo.scoap3.org:20146,2019-08-01T09:57:16Z,DOI10.1007/JHEP05(2017)036,10.1007/jhep05(2017)036
oai:repo.scoap3.org:17432,2019-08-01T09:50:56Z,DOI10.1007/JHEP10(2016)020,10.1007/jhep10(2016)020
oai:repo.scoap3.org:17439,2019-08-01T09:49:04Z,DOI10.1007/JHEP10(2016)042,10.1007/jhep10(2016)042
oai:repo.scoap3.org:14568,2019-08-01T09:36:27Z,DOI10.1007/JHEP03(2016)002,10.1007/jhep03(2016)002
oai:repo.scoap3.org:15349,2019-08-01T09:52:59Z,DOI10.1007/JHEP04(2016)135,10.1007/jhep04(2016)135
oai:repo.scoap3.org:20919,2019-08-01T09:46:30Z,DOI10.1007/JHEP07(2017)133,10.1007/jhep07(2017)133
oai:repo.scoap3.org:15344,2019-08-01T09:46:27Z,DOI10.1007/JHEP04(2016)146,10.1007/jhep04(2016)146
oai:repo.scoap3.org:23056,2019-08-01T09:39:59Z,DOI10.1007/JHEP01(2018)040,10.1007/jhep01(2018)040
oai:repo.scoap3.org:18335,2019-08-01T09:44:41Z,DOI10.1007/JHEP12(2016)082,10.1007/jhep12(2016)082
oai:repo.scoap3.org:18336,2019-08-01T09:49:59Z,DOI10.1007/JHEP12(2016)084,10.1007/jhep12(2016)084
oai:repo.scoap3.org:21219,2019-08-01T09:38:10Z,DOI10.1007/JHEP08(2017)083,10.1007/jhep08(2017)083
oai:repo.scoap3.org:19921,2019-08-01T09:41:05Z,DOI10.1007/JHEP04(2017)165,10.1007/jhep04(2017)165
oai:repo.scoap3.org:15455,2019-08-01T09:43:36Z,DOI10.1007/JHEP04(2016)187,10.1007/jhep04(2016)187
oai:repo.scoap3.org:15294,2019-08-01T09:52:02Z,DOI10.1007/JHEP04(2016)116,10.1007/jhep04(2016)116
oai:repo.scoap3.org:15292,2019-08-01T09:46:52Z,DOI10.1007/JHEP04(2016)111,10.1007/jhep04(2016)111
oai:repo.scoap3.org:20617,2019-08-01T09:41:19Z,DOI10.1007/JHEP06(2017)124,10.1007/jhep06(2017)124
oai:repo.scoap3.org:17633,2019-08-01T09:51:34Z,DOI10.1007/JHEP10(2016)115,10.1007/jhep10(2016)115
oai:repo.scoap3.org:19837,2019-08-01T09:36:00Z,DOI10.1007/JHEP04(2017)130,10.1007/jhep04(2017)130
oai:repo.scoap3.org:21179,2019-08-01T09:54:50Z,DOI10.1007/JHEP08(2017)051,10.1007/jhep08(2017)051
oai:repo.scoap3.org:15181,2019-08-01T09:41:29Z,DOI10.1007/JHEP04(2016)065,10.1007/jhep04(2016)065
oai:repo.scoap3.org:15184,2019-08-01T09:42:43Z,DOI10.1007/JHEP04(2016)068,10.1007/jhep04(2016)068
oai:repo.scoap3.org:17564,2019-08-01T09:55:23Z,DOI10.1007/JHEP10(2016)079,10.1007/jhep10(2016)079
oai:repo.scoap3.org:24632,2019-08-01T09:49:57Z,DOI10.1007/JHEP03(2018)161,10.1007/jhep03(2018)161
oai:repo.scoap3.org:15078,2019-08-01T09:49:57Z,DOI10.1007/JHEP04(2016)022,10.1007/jhep04(2016)022
oai:repo.scoap3.org:15074,2019-08-01T09:50:18Z,DOI10.1007/JHEP04(2016)015,10.1007/jhep04(2016)015
oai:repo.scoap3.org:15075,2019-08-01T09:50:20Z,DOI10.1007/JHEP04(2016)017,10.1007/jhep04(2016)017
oai:repo.scoap3.org:15077,2019-08-01T09:55:23Z,DOI10.1007/JHEP04(2016)020,10.1007/jhep04(2016)020
oai:repo.scoap3.org:20725,2019-08-01T09:55:23Z,DOI10.1007/JHEP07(2017)003,10.1007/jhep07(2017)003
oai:repo.scoap3.org:19448,2019-08-01T09:54:52Z,DOI10.1007/JHEP03(2017)109,10.1007/jhep03(2017)109
oai:repo.scoap3.org:18394,2019-08-01T09:51:46Z,DOI10.1007/JHEP12(2016)113,10.1007/jhep12(2016)113
oai:repo.scoap3.org:18391,2019-08-01T09:58:41Z,DOI10.1007/JHEP12(2016)105,10.1007/jhep12(2016)105
oai:repo.scoap3.org:18464,2019-08-01T09:35:25Z,DOI10.1007/JHEP12(2016)145,10.1007/jhep12(2016)145
oai:repo.scoap3.org:21861,2019-08-01T09:50:37Z,DOI10.1007/JHEP10(2017)063,10.1007/jhep10(2017)063
oai:repo.scoap3.org:23688,2019-08-01T09:44:51Z,DOI10.1007/JHEP02(2018)061,10.1007/jhep02(2018)061
oai:repo.scoap3.org:23735,2019-08-01T09:44:03Z,DOI10.1007/JHEP02(2018)070,10.1007/jhep02(2018)070
oai:repo.scoap3.org:22465,2019-08-01T09:56:15Z,DOI10.1007/JHEP11(2017)150,10.1007/jhep11(2017)150
oai:repo.scoap3.org:22464,2019-08-01T09:56:15Z,DOI10.1007/JHEP11(2017)148,10.1007/jhep11(2017)148
oai:repo.scoap3.org:19370,2019-08-01T09:57:47Z,DOI10.1007/JHEP03(2017)088,10.1007/jhep03(2017)088
oai:repo.scoap3.org:18489,2019-08-01T09:46:32Z,DOI10.1007/JHEP12(2016)156,10.1007/jhep12(2016)156
oai:repo.scoap3.org:18005,2019-08-01T09:58:31Z,DOI10.1007/JHEP11(2016)096,10.1007/jhep11(2016)096
oai:repo.scoap3.org:18734,2019-08-01T09:39:08Z,DOI10.1007/JHEP01(2017)109,10.1007/jhep01(2017)109
oai:repo.scoap3.org:16517,2019-08-01T09:56:23Z,DOI10.1007/JHEP07(2016)102,10.1007/jhep07(2016)102
oai:repo.scoap3.org:16513,2019-08-01T09:44:43Z,DOI10.1007/JHEP07(2016)097,10.1007/jhep07(2016)097
oai:repo.scoap3.org:22741,2019-08-01T09:36:29Z,DOI10.1007/JHEP12(2017)066,10.1007/jhep12(2017)066
oai:repo.scoap3.org:22260,2019-08-01T09:38:38Z,DOI10.1007/JHEP10(2017)191,10.1007/jhep10(2017)191
oai:repo.scoap3.org:19281,2019-08-01T09:36:41Z,DOI10.1007/JHEP03(2017)045,10.1007/jhep03(2017)045
oai:repo.scoap3.org:22268,2019-08-01T09:54:42Z,DOI10.1007/JHEP10(2017)210,10.1007/jhep10(2017)210
oai:repo.scoap3.org:17357,2019-08-01T09:53:47Z,DOI10.1007/JHEP09(2016)168,10.1007/jhep09(2016)168
oai:repo.scoap3.org:17356,2019-08-01T09:54:42Z,DOI10.1007/JHEP09(2016)167,10.1007/jhep09(2016)167
oai:repo.scoap3.org:16209,2019-08-01T09:50:44Z,DOI10.1007/JHEP06(2016)168,10.1007/jhep06(2016)168
oai:repo.scoap3.org:16207,2019-08-01T09:50:52Z,DOI10.1007/JHEP06(2016)164,10.1007/jhep06(2016)164
oai:repo.scoap3.org:13705,2019-08-01T09:53:02Z,DOI10.1007/JHEP01(2016)182,10.1007/jhep01(2016)182
oai:repo.scoap3.org:13706,2019-08-01T09:38:46Z,DOI10.1007/JHEP01(2016)183,10.1007/jhep01(2016)183
oai:repo.scoap3.org:13707,2019-08-01T09:38:46Z,DOI10.1007/JHEP01(2016)184,10.1007/jhep01(2016)184
oai:repo.scoap3.org:24722,2019-08-01T09:47:58Z,DOI10.1007/JHEP03(2018)192,10.1007/jhep03(2018)192
oai:repo.scoap3.org:16995,2019-08-01T09:53:02Z,DOI10.1007/JHEP08(2016)176,10.1007/jhep08(2016)176
oai:repo.scoap3.org:22846,2019-08-01T09:51:02Z,DOI10.1007/JHEP12(2017)116,10.1007/jhep12(2017)116
oai:repo.scoap3.org:18869,2019-08-01T09:47:32Z,DOI10.1007/JHEP02(2017)015,10.1007/jhep02(2017)015
oai:repo.scoap3.org:21005,2019-08-01T09:50:49Z,DOI10.1007/JHEP08(2017)030,10.1007/jhep08(2017)030
oai:repo.scoap3.org:14731,2019-08-01T09:43:20Z,DOI10.1007/JHEP03(2016)068,10.1007/jhep03(2016)068
oai:repo.scoap3.org:21464,2019-08-01T09:43:20Z,DOI10.1007/JHEP09(2017)039,10.1007/jhep09(2017)039
oai:repo.scoap3.org:14934,2019-08-01T09:41:11Z,DOI10.1007/JHEP03(2016)167,10.1007/jhep03(2016)167
oai:repo.scoap3.org:14933,2019-08-01T09:43:54Z,DOI10.1007/JHEP03(2016)160,10.1007/jhep03(2016)160
oai:repo.scoap3.org:23461,2019-08-01T09:43:20Z,DOI10.1007/JHEP01(2018)146,10.1007/jhep01(2018)146
oai:repo.scoap3.org:22916,2019-08-01T09:50:52Z,DOI10.1007/JHEP12(2017)138,10.1007/jhep12(2017)138
oai:repo.scoap3.org:17009,2019-08-01T09:57:04Z,DOI10.1007/JHEP09(2016)007,10.1007/jhep09(2016)007
oai:repo.scoap3.org:17007,2019-08-01T09:36:12Z,DOI10.1007/JHEP09(2016)005,10.1007/jhep09(2016)005
oai:repo.scoap3.org:17006,2019-08-01T09:43:28Z,DOI10.1007/JHEP09(2016)004,10.1007/jhep09(2016)004
oai:repo.scoap3.org:20739,2019-08-01T09:50:46Z,DOI10.1007/JHEP07(2017)025,10.1007/jhep07(2017)025
oai:repo.scoap3.org:23118,2019-08-01T09:50:52Z,DOI10.1007/JHEP01(2018)059,10.1007/jhep01(2018)059
oai:repo.scoap3.org:15462,2019-08-01T09:40:35Z,DOI10.1007/JHEP05(2016)003,10.1007/jhep05(2016)003
oai:repo.scoap3.org:21739,2019-08-01T09:57:25Z,DOI10.1007/JHEP09(2017)156,10.1007/jhep09(2017)156
oai:repo.scoap3.org:20358,2019-08-01T09:52:56Z,DOI10.1007/JHEP06(2017)010,10.1007/jhep06(2017)010
oai:repo.scoap3.org:20357,2019-08-01T09:48:25Z,DOI10.1007/JHEP06(2017)009,10.1007/jhep06(2017)009
oai:repo.scoap3.org:17641,2019-08-01T09:55:37Z,DOI10.1007/JHEP10(2016)125,10.1007/jhep10(2016)125
oai:repo.scoap3.org:16794,2019-08-01T09:53:47Z,DOI10.1007/JHEP08(2016)085,10.1007/jhep08(2016)085
oai:repo.scoap3.org:15889,2019-08-01T09:41:27Z,DOI10.1007/JHEP06(2016)022,10.1007/jhep06(2016)022
oai:repo.scoap3.org:15883,2019-08-01T09:47:20Z,DOI10.1007/JHEP06(2016)013,10.1007/jhep06(2016)013
oai:repo.scoap3.org:15645,2019-08-01T09:36:27Z,DOI10.1007/JHEP05(2016)093,10.1007/jhep05(2016)093
oai:repo.scoap3.org:23780,2019-08-01T09:47:03Z,DOI10.1007/JHEP02(2018)073,10.1007/jhep02(2018)073
oai:repo.scoap3.org:15157,2019-08-01T09:38:46Z,DOI10.1007/JHEP04(2016)050,10.1007/jhep04(2016)050
oai:repo.scoap3.org:19174,2019-08-01T09:55:39Z,DOI10.1007/JHEP02(2017)117,10.1007/jhep02(2017)117
oai:repo.scoap3.org:22063,2019-08-01T09:47:07Z,DOI10.1007/JHEP10(2017)177,10.1007/jhep10(2017)177
oai:repo.scoap3.org:22273,2019-08-01T09:53:05Z,DOI10.1007/JHEP11(2017)011,10.1007/jhep11(2017)011
oai:repo.scoap3.org:15244,2019-08-01T09:50:56Z,DOI10.1007/JHEP04(2016)100,10.1007/jhep04(2016)100
oai:repo.scoap3.org:15243,2019-08-01T09:48:20Z,DOI10.1007/JHEP04(2016)099,10.1007/jhep04(2016)099
oai:repo.scoap3.org:23092,2019-08-01T09:55:00Z,DOI10.1007/JHEP01(2018)044,10.1007/jhep01(2018)044
oai:repo.scoap3.org:24320,2019-08-01T09:39:35Z,DOI10.1007/JHEP03(2018)070,10.1007/jhep03(2018)070
oai:repo.scoap3.org:18254,2019-08-01T09:52:11Z,DOI10.1007/JHEP12(2016)032,10.1007/jhep12(2016)032
oai:repo.scoap3.org:22345,2019-08-01T09:54:26Z,DOI10.1007/JHEP11(2017)087,10.1007/jhep11(2017)087
oai:repo.scoap3.org:20510,2019-08-01T09:46:05Z,DOI10.1007/JHEP06(2017)078,10.1007/jhep06(2017)078
oai:repo.scoap3.org:21491,2019-08-01T09:44:14Z,DOI10.1007/JHEP09(2017)051,10.1007/jhep09(2017)051
oai:repo.scoap3.org:21559,2019-08-01T09:56:36Z,DOI10.1007/JHEP09(2017)076,10.1007/jhep09(2017)076
oai:repo.scoap3.org:23687,2019-08-01T09:56:36Z,DOI10.1007/JHEP02(2018)059,10.1007/jhep02(2018)059
oai:repo.scoap3.org:24016,2019-08-01T09:48:43Z,DOI10.1007/JHEP02(2018)156,10.1007/jhep02(2018)156
oai:repo.scoap3.org:23892,2019-08-01T09:41:27Z,DOI10.1007/JHEP02(2018)112,10.1007/jhep02(2018)112
oai:repo.scoap3.org:23897,2019-08-01T09:53:47Z,DOI10.1007/JHEP02(2018)124,10.1007/jhep02(2018)124
oai:repo.scoap3.org:23894,2019-08-01T09:55:39Z,DOI10.1007/JHEP02(2018)120,10.1007/jhep02(2018)120
oai:repo.scoap3.org:19778,2019-08-01T09:45:50Z,DOI10.1007/JHEP04(2017)095,10.1007/jhep04(2017)095
oai:repo.scoap3.org:20703,2019-08-01T09:55:39Z,DOI10.1007/JHEP07(2017)002,10.1007/jhep07(2017)002
oai:repo.scoap3.org:18032,2019-08-01T09:49:06Z,DOI10.1007/JHEP11(2016)131,10.1007/jhep11(2016)131
oai:repo.scoap3.org:16749,2019-08-01T09:58:31Z,DOI10.1007/JHEP08(2016)064,10.1007/jhep08(2016)064
oai:repo.scoap3.org:21815,2019-08-01T09:43:51Z,DOI10.1007/JHEP10(2017)035,10.1007/jhep10(2017)035
oai:repo.scoap3.org:19295,2019-08-01T09:39:57Z,DOI10.1007/JHEP03(2017)051,10.1007/jhep03(2017)051
oai:repo.scoap3.org:20647,2019-08-01T09:55:39Z,DOI10.1007/JHEP06(2017)144,10.1007/jhep06(2017)144
oai:repo.scoap3.org:48914,2019-08-09T09:17:54Z,DOI10.1103/PhysRevD.100.032001,10.1103/physrevd.100.032001
oai:repo.scoap3.org:23073,2019-08-01T09:55:39Z,DOI10.1007/JHEP01(2018)052,10.1007/jhep01(2018)052
oai:repo.scoap3.org:22276,2019-08-01T09:40:16Z,DOI10.1007/JHEP11(2017)034,10.1007/jhep11(2017)034
oai:repo.scoap3.org:17907,2019-08-01T09:52:37Z,DOI10.1007/JHEP11(2016)086,10.1007/jhep11(2016)086
oai:repo.scoap3.org:19723,2019-08-01T09:58:29Z,DOI10.1007/JHEP04(2017)070,10.1007/jhep04(2017)070
oai:repo.scoap3.org:17901,2019-08-01T09:56:33Z,DOI10.1007/JHEP11(2016)083,10.1007/jhep11(2016)083
oai:repo.scoap3.org:19500,2019-08-01T09:39:11Z,DOI10.1007/JHEP03(2017)132,10.1007/jhep03(2017)132
oai:repo.scoap3.org:19501,2019-08-01T09:44:19Z,DOI10.1007/JHEP03(2017)140,10.1007/jhep03(2017)140
oai:repo.scoap3.org:19502,2019-08-01T09:40:37Z,DOI10.1007/JHEP03(2017)141,10.1007/jhep03(2017)141
oai:repo.scoap3.org:16233,2019-08-01T09:54:18Z,DOI10.1007/JHEP06(2016)174,10.1007/jhep06(2016)174
oai:repo.scoap3.org:17837,2019-08-01T09:55:47Z,DOI10.1007/JHEP11(2016)058,10.1007/jhep11(2016)058
oai:repo.scoap3.org:19614,2019-08-01T09:46:10Z,DOI10.1007/JHEP04(2017)014,10.1007/jhep04(2017)014
oai:repo.scoap3.org:19613,2019-08-01T09:42:43Z,DOI10.1007/JHEP04(2017)021,10.1007/jhep04(2017)021
oai:repo.scoap3.org:22857,2019-08-01T09:52:30Z,DOI10.1007/JHEP12(2017)120,10.1007/jhep12(2017)120
oai:repo.scoap3.org:48918,2019-08-26T18:40:31Z,DOI10.1016/j.nuclphysb.2019.114721,10.1016/j.nuclphysb.2019.114721
oai:repo.scoap3.org:18812,2019-08-01T09:59:06Z,DOI10.1007/JHEP01(2017)140,10.1007/jhep01(2017)140
oai:repo.scoap3.org:13596,2019-08-01T09:35:32Z,DOI10.1007/JHEP01(2016)135,10.1007/jhep01(2016)135
oai:repo.scoap3.org:18922,2019-08-01T09:38:12Z,DOI10.1007/JHEP02(2017)037,10.1007/jhep02(2017)037
oai:repo.scoap3.org:18925,2019-08-01T09:45:46Z,DOI10.1007/JHEP02(2017)041,10.1007/jhep02(2017)041
oai:repo.scoap3.org:18924,2019-08-01T09:35:32Z,DOI10.1007/JHEP02(2017)040,10.1007/jhep02(2017)040
oai:repo.scoap3.org:18926,2019-08-01T09:36:58Z,DOI10.1007/JHEP02(2017)047,10.1007/jhep02(2017)047
oai:repo.scoap3.org:18928,2019-08-01T09:37:24Z,DOI10.1007/JHEP02(2017)039,10.1007/jhep02(2017)039
oai:repo.scoap3.org:21034,2019-08-01T09:44:06Z,DOI10.1007/JHEP08(2017)043,10.1007/jhep08(2017)043
oai:repo.scoap3.org:21747,2019-08-01T09:39:47Z,DOI10.1007/JHEP09(2017)106,10.1007/jhep09(2017)106
oai:repo.scoap3.org:24345,2019-08-01T09:50:18Z,DOI10.1007/JHEP03(2018)074,10.1007/jhep03(2018)074
oai:repo.scoap3.org:20635,2019-08-01T09:35:30Z,DOI10.1007/JHEP06(2017)129,10.1007/jhep06(2017)129
oai:repo.scoap3.org:20616,2019-08-01T09:41:50Z,DOI10.1007/JHEP06(2017)123,10.1007/jhep06(2017)123
oai:repo.scoap3.org:22254,2019-08-01T09:53:20Z,DOI10.1007/JHEP10(2017)180,10.1007/jhep10(2017)180
oai:repo.scoap3.org:18129,2019-08-01T09:48:33Z,DOI10.1007/JHEP11(2016)177,10.1007/jhep11(2016)177
oai:repo.scoap3.org:13667,2019-08-01T09:35:46Z,DOI10.1007/JHEP01(2016)168,10.1007/jhep01(2016)168
oai:repo.scoap3.org:17567,2019-08-01T09:57:25Z,DOI10.1007/JHEP10(2016)084,10.1007/jhep10(2016)084
