identifier,datestamp,datafield,doi
oai:repo.scoap3.org:40952,2019-08-01T09:37:28Z,DOI10.1103/PhysRevD.97.126018,10.1103/physrevd.97.126018
oai:repo.scoap3.org:40965,2019-08-01T09:54:45Z,DOI10.1016/j.nuclphysb.2018.06.021,10.1016/j.nuclphysb.2018.06.021
oai:repo.scoap3.org:40968,2019-08-01T09:51:39Z,DOI10.1140/epjc/s10052-018-6009-4,10.1140/epjc/s10052-018-6009-4
oai:repo.scoap3.org:40970,2019-08-01T09:55:58Z,DOI10.1007/JHEP06(2018)128,10.1007/jhep06(2018)128
oai:repo.scoap3.org:40973,2019-08-01T09:36:07Z,DOI10.1140/epjc/s10052-018-6023-6,10.1140/epjc/s10052-018-6023-6
oai:repo.scoap3.org:40974,2019-08-01T09:56:08Z,DOI10.1007/JHEP06(2018)108,10.1007/jhep06(2018)108
oai:repo.scoap3.org:40975,2019-08-01T09:40:59Z,DOI10.1007/JHEP06(2018)167,10.1007/jhep06(2018)167
oai:repo.scoap3.org:40982,2019-08-01T09:41:55Z,DOI10.1103/PhysRevD.98.014001,10.1103/physrevd.98.014001
oai:repo.scoap3.org:40988,2019-08-01T09:48:18Z,DOI10.1007/JHEP07(2018)005,10.1007/jhep07(2018)005
oai:repo.scoap3.org:40991,2019-08-01T09:36:02Z,DOI10.1007/JHEP07(2018)008,10.1007/jhep07(2018)008
oai:repo.scoap3.org:40992,2019-08-01T09:46:13Z,DOI10.1007/JHEP07(2018)003,10.1007/jhep07(2018)003
oai:repo.scoap3.org:40997,2019-08-01T09:39:01Z,DOI10.1140/epjc/s10052-018-6024-5,10.1140/epjc/s10052-018-6024-5
oai:repo.scoap3.org:40999,2019-08-01T09:42:29Z,DOI10.1103/PhysRevD.98.026005,10.1103/physrevd.98.026005
oai:repo.scoap3.org:41000,2019-08-01T09:40:29Z,DOI10.1103/PhysRevD.98.015002,10.1103/physrevd.98.015002
oai:repo.scoap3.org:41002,2019-08-01T09:41:09Z,DOI10.1103/PhysRevD.98.015003,10.1103/physrevd.98.015003
oai:repo.scoap3.org:41020,2019-08-01T09:47:09Z,DOI10.1007/JHEP07(2018)009,10.1007/jhep07(2018)009
oai:repo.scoap3.org:41021,2019-08-01T09:43:35Z,DOI10.1007/JHEP07(2018)007,10.1007/jhep07(2018)007
oai:repo.scoap3.org:41022,2019-08-01T09:43:35Z,DOI10.1007/JHEP07(2018)004,10.1007/jhep07(2018)004
oai:repo.scoap3.org:41045,2019-08-01T09:43:06Z,DOI10.1103/PhysRevD.98.014007,10.1103/physrevd.98.014007
oai:repo.scoap3.org:41047,2019-08-01T09:44:21Z,DOI10.1007/JHEP07(2018)035,10.1007/jhep07(2018)035
oai:repo.scoap3.org:41052,2019-08-01T09:39:11Z,DOI10.1007/JHEP07(2018)028,10.1007/jhep07(2018)028
oai:repo.scoap3.org:41053,2019-08-01T09:44:06Z,DOI10.1007/JHEP07(2018)024,10.1007/jhep07(2018)024
oai:repo.scoap3.org:41056,2019-08-01T09:51:21Z,DOI10.1103/PhysRevC.97.064001,10.1103/physrevc.97.064001
oai:repo.scoap3.org:41057,2019-08-01T09:43:06Z,DOI10.1103/PhysRevD.97.114021,10.1103/physrevd.97.114021
oai:repo.scoap3.org:41059,2019-08-01T09:47:16Z,DOI10.1103/PhysRevD.97.116015,10.1103/physrevd.97.116015
oai:repo.scoap3.org:41062,2019-08-01T09:41:24Z,DOI10.1103/PhysRevD.97.113004,10.1103/physrevd.97.113004
oai:repo.scoap3.org:41065,2019-08-01T09:40:39Z,DOI10.1103/PhysRevD.97.116014,10.1103/physrevd.97.116014
oai:repo.scoap3.org:41088,2019-08-01T09:47:34Z,DOI10.1103/PhysRevD.97.115039,10.1103/physrevd.97.115039
oai:repo.scoap3.org:41106,2019-08-01T09:44:24Z,DOI10.1140/epjc/s10052-018-6037-0,10.1140/epjc/s10052-018-6037-0
oai:repo.scoap3.org:41108,2019-08-01T09:47:34Z,DOI10.1103/PhysRevD.98.014503,10.1103/physrevd.98.014503
oai:repo.scoap3.org:41116,2019-08-01T09:55:15Z,DOI10.1140/epjc/s10052-018-6032-5,10.1140/epjc/s10052-018-6032-5
oai:repo.scoap3.org:41119,2019-08-01T09:41:40Z,DOI10.1103/PhysRevD.98.015005,10.1103/physrevd.98.015005
oai:repo.scoap3.org:41120,2019-08-01T09:39:47Z,DOI10.1103/PhysRevD.98.014502,10.1103/physrevd.98.014502
oai:repo.scoap3.org:41121,2019-08-01T09:41:40Z,DOI10.1103/PhysRevD.98.014005,10.1103/physrevd.98.014005
oai:repo.scoap3.org:41132,2019-08-01T09:40:30Z,DOI10.1007/JHEP07(2018)039,10.1007/jhep07(2018)039
oai:repo.scoap3.org:41141,2019-08-01T09:44:16Z,DOI10.1140/epjc/s10052-018-6034-3,10.1140/epjc/s10052-018-6034-3
oai:repo.scoap3.org:41151,2019-08-01T09:54:02Z,DOI10.1103/PhysRevD.98.023007,10.1103/physrevd.98.023007
oai:repo.scoap3.org:41158,2019-08-01T09:36:39Z,DOI10.1103/PhysRevD.98.015010,10.1103/physrevd.98.015010
oai:repo.scoap3.org:41169,2019-08-01T09:39:44Z,DOI10.1007/JHEP07(2018)061,10.1007/jhep07(2018)061
oai:repo.scoap3.org:41173,2019-08-01T09:50:46Z,DOI10.1007/JHEP07(2018)053,10.1007/jhep07(2018)053
oai:repo.scoap3.org:41179,2019-08-01T09:39:04Z,DOI10.1007/JHEP03(2018)109,10.1007/jhep03(2018)109
oai:repo.scoap3.org:41185,2019-08-01T09:40:16Z,DOI10.1103/PhysRevLett.121.021602,10.1103/physrevlett.121.021602
oai:repo.scoap3.org:26349,2019-08-01T09:46:13Z,DOI10.1088/1674-1137/42/7/073101,10.1088/1674-1137/42/7/073101
oai:repo.scoap3.org:26371,2019-08-01T09:37:16Z,DOI10.1088/1674-1137/42/7/075101,10.1088/1674-1137/42/7/075101
oai:repo.scoap3.org:26350,2019-08-01T09:55:41Z,DOI10.1088/1674-1137/42/7/073102,10.1088/1674-1137/42/7/073102
oai:repo.scoap3.org:41209,2019-08-01T09:44:48Z,DOI10.1007/JHEP03(2018)076,10.1007/jhep03(2018)076
oai:repo.scoap3.org:41216,2019-08-01T09:44:19Z,DOI10.1007/JHEP07(2018)060,10.1007/jhep07(2018)060
oai:repo.scoap3.org:41226,2019-08-01T09:46:32Z,DOI10.1103/PhysRevLett.121.022001,10.1103/physrevlett.121.022001
oai:repo.scoap3.org:41234,2019-08-01T09:54:02Z,DOI10.1007/JHEP07(2018)080,10.1007/jhep07(2018)080
oai:repo.scoap3.org:41236,2019-08-01T09:41:50Z,DOI10.1007/JHEP07(2018)078,10.1007/jhep07(2018)078
oai:repo.scoap3.org:41241,2019-08-01T09:54:02Z,DOI10.1007/JHEP07(2018)072,10.1007/jhep07(2018)072
oai:repo.scoap3.org:41242,2019-08-01T09:53:55Z,DOI10.1007/JHEP07(2018)071,10.1007/jhep07(2018)071
oai:repo.scoap3.org:41252,2019-08-01T09:55:26Z,DOI10.1140/epjc/s10052-018-5973-z,10.1140/epjc/s10052-018-5973-z
oai:repo.scoap3.org:41254,2019-08-01T09:40:55Z,DOI10.1140/epjc/s10052-018-5988-5,10.1140/epjc/s10052-018-5988-5
oai:repo.scoap3.org:41258,2019-08-01T09:37:31Z,DOI10.1140/epjc/s10052-018-6004-9,10.1140/epjc/s10052-018-6004-9
oai:repo.scoap3.org:41262,2019-08-01T09:40:55Z,DOI10.1140/epjc/s10052-018-6000-0,10.1140/epjc/s10052-018-6000-0
oai:repo.scoap3.org:41273,2019-08-01T09:43:12Z,DOI10.1103/PhysRevD.98.014017,10.1103/physrevd.98.014017
oai:repo.scoap3.org:41286,2019-08-01T09:46:56Z,DOI10.1007/JHEP07(2018)085,10.1007/jhep07(2018)085
oai:repo.scoap3.org:41291,2019-08-01T09:39:57Z,DOI10.1103/PhysRevD.98.014013,10.1103/physrevd.98.014013
oai:repo.scoap3.org:41296,2019-08-01T09:36:21Z,DOI10.1140/epjc/s10052-018-6045-0,10.1140/epjc/s10052-018-6045-0
oai:repo.scoap3.org:41302,2019-08-01T09:44:30Z,DOI10.1007/JHEP07(2018)094,10.1007/jhep07(2018)094
oai:repo.scoap3.org:41306,2019-08-01T09:42:07Z,DOI10.1007/JHEP07(2018)096,10.1007/jhep07(2018)096
oai:repo.scoap3.org:41323,2019-08-01T09:52:35Z,DOI10.1103/PhysRevD.98.015025,10.1103/physrevd.98.015025
oai:repo.scoap3.org:41338,2019-08-01T09:45:48Z,DOI10.1140/epjc/s10052-018-5951-5,10.1140/epjc/s10052-018-5951-5
oai:repo.scoap3.org:41346,2019-08-01T09:43:06Z,DOI10.1103/PhysRevD.98.016008,10.1103/physrevd.98.016008
oai:repo.scoap3.org:41349,2019-08-01T09:55:55Z,DOI10.1103/PhysRevD.98.025013,10.1103/physrevd.98.025013
oai:repo.scoap3.org:41352,2019-08-01T09:44:14Z,DOI10.1140/epjc/s10052-018-6042-3,10.1140/epjc/s10052-018-6042-3
oai:repo.scoap3.org:41356,2019-08-01T09:38:33Z,DOI10.1007/JHEP07(2018)112,10.1007/jhep07(2018)112
oai:repo.scoap3.org:41357,2019-08-01T09:46:22Z,DOI10.1007/JHEP07(2018)110,10.1007/jhep07(2018)110
oai:repo.scoap3.org:41359,2019-08-01T09:46:20Z,DOI10.1007/JHEP07(2018)108,10.1007/jhep07(2018)108
oai:repo.scoap3.org:41374,2019-08-01T09:48:33Z,DOI10.1093/ptep/pty072,10.1093/ptep/pty072
oai:repo.scoap3.org:41380,2019-08-01T09:44:00Z,DOI10.1103/PhysRevD.98.014509,10.1103/physrevd.98.014509
oai:repo.scoap3.org:41381,2019-08-01T09:52:17Z,DOI10.1103/PhysRevD.98.023016,10.1103/physrevd.98.023016
oai:repo.scoap3.org:41438,2019-08-01T09:42:01Z,DOI10.1007/JHEP06(2018)154,10.1007/jhep06(2018)154
oai:repo.scoap3.org:41442,2019-08-01T09:42:01Z,DOI10.1007/JHEP06(2018)141,10.1007/jhep06(2018)141
oai:repo.scoap3.org:41450,2019-08-01T09:51:24Z,DOI10.1007/JHEP06(2018)139,10.1007/jhep06(2018)139
oai:repo.scoap3.org:41453,2019-08-01T09:40:29Z,DOI10.1007/JHEP06(2018)129,10.1007/jhep06(2018)129
oai:repo.scoap3.org:41454,2019-08-01T09:54:45Z,DOI10.1007/JHEP06(2018)143,10.1007/jhep06(2018)143
oai:repo.scoap3.org:41461,2019-08-01T09:51:04Z,DOI10.1007/JHEP06(2018)120,10.1007/jhep06(2018)120
oai:repo.scoap3.org:41463,2019-08-01T09:46:45Z,DOI10.1007/JHEP06(2018)121,10.1007/jhep06(2018)121
oai:repo.scoap3.org:41469,2019-08-01T09:55:37Z,DOI10.1007/JHEP06(2018)100,10.1007/jhep06(2018)100
oai:repo.scoap3.org:41474,2019-08-01T09:47:28Z,DOI10.1007/JHEP06(2018)125,10.1007/jhep06(2018)125
oai:repo.scoap3.org:41475,2019-08-01T09:47:28Z,DOI10.1007/JHEP06(2018)132,10.1007/jhep06(2018)132
oai:repo.scoap3.org:41480,2019-08-01T09:36:00Z,DOI10.1007/JHEP06(2018)122,10.1007/jhep06(2018)122
oai:repo.scoap3.org:41488,2019-08-01T09:45:40Z,DOI10.1007/JHEP06(2018)104,10.1007/jhep06(2018)104
oai:repo.scoap3.org:41491,2019-08-01T09:40:06Z,DOI10.1007/JHEP06(2018)096,10.1007/jhep06(2018)096
oai:repo.scoap3.org:41493,2019-08-01T09:45:02Z,DOI10.1007/JHEP06(2018)094,10.1007/jhep06(2018)094
oai:repo.scoap3.org:41500,2019-08-01T09:55:43Z,DOI10.1007/JHEP06(2018)091,10.1007/jhep06(2018)091
oai:repo.scoap3.org:41507,2019-08-01T09:42:17Z,DOI10.1103/PhysRevC.98.015206,10.1103/physrevc.98.015206
oai:repo.scoap3.org:41511,2019-08-01T09:54:28Z,DOI10.1103/PhysRevD.98.026026,10.1103/physrevd.98.026026
oai:repo.scoap3.org:41524,2019-08-01T09:55:53Z,DOI10.1140/epjc/s10052-018-6068-6,10.1140/epjc/s10052-018-6068-6
oai:repo.scoap3.org:41537,2019-08-01T09:56:04Z,DOI10.1007/JHEP07(2018)118,10.1007/jhep07(2018)118
oai:repo.scoap3.org:41539,2019-08-01T09:51:56Z,DOI10.1007/JHEP07(2018)127,10.1007/jhep07(2018)127
oai:repo.scoap3.org:41541,2019-08-01T09:54:50Z,DOI10.1007/JHEP07(2018)143,10.1007/jhep07(2018)143
oai:repo.scoap3.org:41542,2019-08-23T15:31:41Z,DOI10.1007/JHEP07(2018)134,10.1007/jhep07(2018)134
oai:repo.scoap3.org:41549,2019-08-01T09:51:48Z,DOI10.1007/JHEP07(2018)121,10.1007/jhep07(2018)121
oai:repo.scoap3.org:41551,2019-08-01T09:42:25Z,DOI10.1007/JHEP07(2018)116,10.1007/jhep07(2018)116
oai:repo.scoap3.org:41555,2019-08-01T09:51:54Z,DOI10.1007/JHEP07(2018)135,10.1007/jhep07(2018)135
oai:repo.scoap3.org:41558,2019-08-01T09:42:25Z,DOI10.1007/JHEP07(2018)142,10.1007/jhep07(2018)142
oai:repo.scoap3.org:41561,2019-08-01T09:52:02Z,DOI10.1140/epjc/s10052-018-6079-3,10.1140/epjc/s10052-018-6079-3
oai:repo.scoap3.org:41565,2019-08-01T09:52:02Z,DOI10.1007/JHEP07(2018)148,10.1007/jhep07(2018)148
oai:repo.scoap3.org:41566,2019-08-01T09:51:59Z,DOI10.1007/JHEP07(2018)146,10.1007/jhep07(2018)146
oai:repo.scoap3.org:41569,2019-08-01T09:48:55Z,DOI10.1007/JHEP07(2018)141,10.1007/jhep07(2018)141
oai:repo.scoap3.org:41571,2019-08-01T09:44:12Z,DOI10.1016/j.nuclphysb.2018.07.015,10.1016/j.nuclphysb.2018.07.015
oai:repo.scoap3.org:41573,2019-08-01T09:54:10Z,DOI10.1016/j.physletb.2018.07.043,10.1016/j.physletb.2018.07.043
oai:repo.scoap3.org:41575,2019-08-01T09:44:33Z,DOI10.1016/j.nuclphysb.2018.07.019,10.1016/j.nuclphysb.2018.07.019
oai:repo.scoap3.org:24223,2019-08-01T09:36:48Z,DOI10.1007/JHEP03(2018)034,10.1007/jhep03(2018)034
oai:repo.scoap3.org:20275,2019-08-01T09:53:29Z,DOI10.1007/JHEP05(2017)144,10.1007/jhep05(2017)144
oai:repo.scoap3.org:22704,2019-08-01T09:55:09Z,DOI10.1007/JHEP12(2017)047,10.1007/jhep12(2017)047
oai:repo.scoap3.org:14439,2019-08-01T09:55:19Z,DOI10.1007/JHEP02(2016)144,10.1007/jhep02(2016)144
oai:repo.scoap3.org:20765,2019-08-01T09:43:12Z,DOI10.1007/JHEP07(2017)038,10.1007/jhep07(2017)038
oai:repo.scoap3.org:20766,2019-08-01T09:43:02Z,DOI10.1007/JHEP07(2017)039,10.1007/jhep07(2017)039
oai:repo.scoap3.org:20760,2019-08-01T09:47:48Z,DOI10.1007/JHEP07(2017)036,10.1007/jhep07(2017)036
oai:repo.scoap3.org:20789,2019-08-01T09:48:57Z,DOI10.1007/JHEP07(2017)053,10.1007/jhep07(2017)053
oai:repo.scoap3.org:14509,2019-08-01T09:51:30Z,DOI10.1007/JHEP02(2016)154,10.1007/jhep02(2016)154
oai:repo.scoap3.org:20786,2019-08-01T09:48:36Z,DOI10.1007/JHEP07(2017)049,10.1007/jhep07(2017)049
oai:repo.scoap3.org:19457,2019-08-01T09:47:31Z,DOI10.1007/JHEP03(2017)110,10.1007/jhep03(2017)110
oai:repo.scoap3.org:20970,2019-08-01T09:58:58Z,DOI10.1007/JHEP08(2017)013,10.1007/jhep08(2017)013
oai:repo.scoap3.org:19453,2019-08-01T09:55:20Z,DOI10.1007/JHEP03(2017)105,10.1007/jhep03(2017)105
oai:repo.scoap3.org:20436,2019-08-01T09:47:31Z,DOI10.1007/JHEP06(2017)047,10.1007/jhep06(2017)047
oai:repo.scoap3.org:20974,2019-08-01T09:47:16Z,DOI10.1007/JHEP08(2017)015,10.1007/jhep08(2017)015
oai:repo.scoap3.org:20752,2019-08-01T09:56:56Z,DOI10.1007/JHEP07(2017)028,10.1007/jhep07(2017)028
oai:repo.scoap3.org:21268,2019-08-01T09:55:20Z,DOI10.1007/JHEP08(2017)103,10.1007/jhep08(2017)103
oai:repo.scoap3.org:15690,2019-08-01T09:47:19Z,DOI10.1007/JHEP05(2016)110,10.1007/jhep05(2016)110
oai:repo.scoap3.org:19947,2019-08-01T09:54:10Z,DOI10.1007/JHEP05(2017)007,10.1007/jhep05(2017)007
oai:repo.scoap3.org:24917,2019-08-01T09:55:19Z,DOI10.1007/JHEP04(2018)061,10.1007/jhep04(2018)061
oai:repo.scoap3.org:19949,2019-08-01T09:47:16Z,DOI10.1007/JHEP05(2017)008,10.1007/jhep05(2017)008
oai:repo.scoap3.org:23207,2019-08-01T09:55:23Z,DOI10.1007/JHEP01(2018)094,10.1007/jhep01(2018)094
oai:repo.scoap3.org:23204,2019-08-01T09:45:46Z,DOI10.1007/JHEP01(2018)090,10.1007/jhep01(2018)090
oai:repo.scoap3.org:22416,2019-08-01T09:35:54Z,DOI10.1007/JHEP11(2017)130,10.1007/jhep11(2017)130
oai:repo.scoap3.org:19212,2019-08-01T09:50:13Z,DOI10.1007/JHEP03(2017)010,10.1007/jhep03(2017)010
oai:repo.scoap3.org:21330,2019-08-01T09:42:03Z,DOI10.1007/JHEP08(2017)140,10.1007/jhep08(2017)140
oai:repo.scoap3.org:21541,2019-08-01T09:50:18Z,DOI10.1007/JHEP09(2017)069,10.1007/jhep09(2017)069
oai:repo.scoap3.org:18209,2019-08-01T09:49:57Z,DOI10.1007/JHEP12(2016)020,10.1007/jhep12(2016)020
oai:repo.scoap3.org:15706,2019-08-01T09:47:25Z,DOI10.1007/JHEP05(2016)120,10.1007/jhep05(2016)120
oai:repo.scoap3.org:19607,2019-08-01T09:47:16Z,DOI10.1007/JHEP04(2017)012,10.1007/jhep04(2017)012
oai:repo.scoap3.org:20679,2019-08-01T09:53:12Z,DOI10.1007/JHEP06(2017)155,10.1007/jhep06(2017)155
oai:repo.scoap3.org:16312,2019-08-01T09:47:16Z,DOI10.1007/JHEP07(2016)021,10.1007/jhep07(2016)021
oai:repo.scoap3.org:18159,2019-08-01T09:59:06Z,DOI10.1007/JHEP12(2016)003,10.1007/jhep12(2016)003
oai:repo.scoap3.org:22005,2019-08-01T09:35:22Z,DOI10.1007/JHEP10(2017)144,10.1007/jhep10(2017)144
oai:repo.scoap3.org:24303,2019-08-01T09:44:41Z,DOI10.1007/JHEP03(2018)060,10.1007/jhep03(2018)060
oai:repo.scoap3.org:21971,2019-08-01T09:42:35Z,DOI10.1007/JHEP10(2017)121,10.1007/jhep10(2017)121
oai:repo.scoap3.org:18797,2019-08-01T09:49:26Z,DOI10.1007/JHEP01(2017)131,10.1007/jhep01(2017)131
oai:repo.scoap3.org:18794,2019-08-01T09:57:50Z,DOI10.1007/JHEP01(2017)128,10.1007/jhep01(2017)128
oai:repo.scoap3.org:18795,2019-08-01T09:56:56Z,DOI10.1007/JHEP01(2017)129,10.1007/jhep01(2017)129
oai:repo.scoap3.org:18798,2019-08-01T09:54:10Z,DOI10.1007/JHEP01(2017)132,10.1007/jhep01(2017)132
oai:repo.scoap3.org:16004,2019-08-01T09:57:09Z,DOI10.1007/JHEP06(2016)067,10.1007/jhep06(2016)067
oai:repo.scoap3.org:13810,2019-08-01T09:37:58Z,DOI10.1007/JHEP02(2016)057,10.1007/jhep02(2016)057
oai:repo.scoap3.org:19441,2019-08-01T09:38:01Z,DOI10.1007/JHEP03(2017)101,10.1007/jhep03(2017)101
oai:repo.scoap3.org:13783,2019-08-01T09:35:25Z,DOI10.1007/JHEP02(2016)038,10.1007/jhep02(2016)038
oai:repo.scoap3.org:16264,2019-08-01T09:47:34Z,DOI10.1007/JHEP06(2016)179,10.1007/jhep06(2016)179
oai:repo.scoap3.org:22777,2019-08-01T09:43:54Z,DOI10.1007/JHEP12(2017)086,10.1007/jhep12(2017)086
oai:repo.scoap3.org:24552,2019-08-01T09:55:23Z,DOI10.1007/JHEP03(2018)136,10.1007/jhep03(2018)136
oai:repo.scoap3.org:17511,2019-08-01T09:57:11Z,DOI10.1007/JHEP10(2016)051,10.1007/jhep10(2016)051
oai:repo.scoap3.org:17512,2019-08-01T09:57:11Z,DOI10.1007/JHEP10(2016)052,10.1007/jhep10(2016)052
oai:repo.scoap3.org:21379,2019-08-01T09:54:11Z,DOI10.1007/JHEP09(2017)014,10.1007/jhep09(2017)014
oai:repo.scoap3.org:17198,2019-08-01T09:54:11Z,DOI10.1007/JHEP09(2016)099,10.1007/jhep09(2016)099
oai:repo.scoap3.org:17196,2019-08-01T09:42:27Z,DOI10.1007/JHEP09(2016)096,10.1007/jhep09(2016)096
oai:repo.scoap3.org:16864,2019-08-01T09:38:10Z,DOI10.1007/JHEP08(2016)111,10.1007/jhep08(2016)111
oai:repo.scoap3.org:16860,2019-08-01T09:41:27Z,DOI10.1007/JHEP08(2016)107,10.1007/jhep08(2016)107
oai:repo.scoap3.org:13366,2019-08-01T09:54:11Z,DOI10.1007/JHEP01(2016)027,10.1007/jhep01(2016)027
oai:repo.scoap3.org:20837,2019-08-01T09:40:55Z,DOI10.1007/JHEP07(2017)082,10.1007/jhep07(2017)082
oai:repo.scoap3.org:24201,2019-08-01T09:47:37Z,DOI10.1007/JHEP03(2018)019,10.1007/jhep03(2018)019
oai:repo.scoap3.org:13369,2019-08-01T09:37:13Z,DOI10.1007/JHEP01(2016)025,10.1007/jhep01(2016)025
oai:repo.scoap3.org:21792,2019-08-01T09:47:32Z,DOI10.1007/JHEP10(2017)021,10.1007/jhep10(2017)021
oai:repo.scoap3.org:21797,2019-08-01T09:47:37Z,DOI10.1007/JHEP10(2017)030,10.1007/jhep10(2017)030
oai:repo.scoap3.org:16911,2019-08-01T09:35:36Z,DOI10.1007/JHEP08(2016)133,10.1007/jhep08(2016)133
oai:repo.scoap3.org:13672,2019-08-01T09:44:14Z,DOI10.1007/JHEP01(2016)176,10.1007/jhep01(2016)176
oai:repo.scoap3.org:14510,2019-08-01T09:38:15Z,DOI10.1007/JHEP02(2016)162,10.1007/jhep02(2016)162
oai:repo.scoap3.org:21306,2019-08-01T09:41:35Z,DOI10.1007/JHEP08(2017)123,10.1007/jhep08(2017)123
oai:repo.scoap3.org:15350,2019-08-01T09:53:39Z,DOI10.1007/JHEP04(2016)143,10.1007/jhep04(2016)143
oai:repo.scoap3.org:18951,2019-08-01T09:42:15Z,DOI10.1007/JHEP02(2017)055,10.1007/jhep02(2017)055
oai:repo.scoap3.org:20842,2019-08-01T09:56:56Z,DOI10.1007/JHEP07(2017)087,10.1007/jhep07(2017)087
oai:repo.scoap3.org:20335,2019-08-01T09:36:29Z,DOI10.1007/JHEP06(2017)005,10.1007/jhep06(2017)005
oai:repo.scoap3.org:23524,2019-08-01T09:44:57Z,DOI10.1007/JHEP02(2018)013,10.1007/jhep02(2018)013
oai:repo.scoap3.org:23521,2019-08-01T09:45:02Z,DOI10.1007/JHEP01(2018)145,10.1007/jhep01(2018)145
oai:repo.scoap3.org:22701,2019-08-01T09:35:39Z,DOI10.1007/JHEP12(2017)042,10.1007/jhep12(2017)042
oai:repo.scoap3.org:24900,2019-08-01T09:58:56Z,DOI10.1007/JHEP04(2018)040,10.1007/jhep04(2018)040
oai:repo.scoap3.org:24903,2019-08-01T09:38:29Z,DOI10.1007/JHEP04(2018)044,10.1007/jhep04(2018)044
oai:repo.scoap3.org:14352,2019-08-01T09:38:21Z,DOI10.1007/JHEP02(2016)092,10.1007/jhep02(2016)092
oai:repo.scoap3.org:23232,2019-08-01T09:38:39Z,DOI10.1007/JHEP01(2018)045,10.1007/jhep01(2018)045
oai:repo.scoap3.org:23737,2019-08-01T09:47:42Z,DOI10.1007/JHEP02(2018)072,10.1007/jhep02(2018)072
oai:repo.scoap3.org:21521,2019-08-01T09:36:12Z,DOI10.1007/JHEP09(2017)066,10.1007/jhep09(2017)066
oai:repo.scoap3.org:19766,2019-08-01T09:37:43Z,DOI10.1007/JHEP04(2017)090,10.1007/jhep04(2017)090
oai:repo.scoap3.org:15177,2019-08-01T09:47:42Z,DOI10.1007/JHEP04(2016)069,10.1007/jhep04(2016)069
oai:repo.scoap3.org:19845,2019-08-01T09:46:05Z,DOI10.1007/JHEP04(2017)136,10.1007/jhep04(2017)136
oai:repo.scoap3.org:21486,2019-08-01T09:40:52Z,DOI10.1007/JHEP09(2017)054,10.1007/jhep09(2017)054
oai:repo.scoap3.org:19763,2019-08-01T09:39:06Z,DOI10.1007/JHEP04(2017)088,10.1007/jhep04(2017)088
oai:repo.scoap3.org:22288,2019-08-01T09:52:49Z,DOI10.1007/JHEP11(2017)018,10.1007/jhep11(2017)018
oai:repo.scoap3.org:24579,2019-08-01T09:52:53Z,DOI10.1007/JHEP03(2018)138,10.1007/jhep03(2018)138
oai:repo.scoap3.org:15008,2019-08-01T09:47:42Z,DOI10.1007/JHEP03(2016)196,10.1007/jhep03(2016)196
oai:repo.scoap3.org:15510,2019-08-01T09:41:17Z,DOI10.1007/JHEP05(2016)033,10.1007/jhep05(2016)033
oai:repo.scoap3.org:17235,2019-08-01T09:54:13Z,DOI10.1007/JHEP09(2016)117,10.1007/jhep09(2016)117
oai:repo.scoap3.org:24363,2019-08-01T09:51:43Z,DOI10.1007/JHEP03(2018)077,10.1007/jhep03(2018)077
oai:repo.scoap3.org:18525,2019-08-01T09:40:59Z,DOI10.1007/JHEP01(2017)021,10.1007/jhep01(2017)021
oai:repo.scoap3.org:41642,2019-08-01T09:40:45Z,DOI10.1016/j.nuclphysb.2018.07.020,10.1016/j.nuclphysb.2018.07.020
oai:repo.scoap3.org:41646,2019-08-01T09:48:47Z,DOI10.1140/epjc/s10052-018-6083-7,10.1140/epjc/s10052-018-6083-7
oai:repo.scoap3.org:41655,2019-08-01T09:52:28Z,DOI10.1103/PhysRevD.98.014031,10.1103/physrevd.98.014031
oai:repo.scoap3.org:41666,2019-08-01T09:56:02Z,DOI10.1007/JHEP07(2018)152,10.1007/jhep07(2018)152
oai:repo.scoap3.org:41670,2019-08-01T09:50:34Z,DOI10.1007/JHEP07(2018)159,10.1007/jhep07(2018)159
oai:repo.scoap3.org:27016,2019-08-01T09:36:31Z,DOI10.1088/1674-1137/42/8/083106,10.1088/1674-1137/42/8/083106
oai:repo.scoap3.org:41679,2019-08-01T09:39:35Z,DOI10.1140/epjc/s10052-018-6084-6,10.1140/epjc/s10052-018-6084-6
oai:repo.scoap3.org:41681,2019-08-01T09:42:58Z,DOI10.1103/PhysRevD.98.014038,10.1103/physrevd.98.014038
oai:repo.scoap3.org:41683,2019-08-01T09:55:47Z,DOI10.1103/PhysRevD.98.015031,10.1103/physrevd.98.015031
oai:repo.scoap3.org:41684,2019-08-01T09:55:47Z,DOI10.1103/PhysRevD.98.014511,10.1103/physrevd.98.014511
oai:repo.scoap3.org:41696,2019-08-01T09:54:48Z,DOI10.1007/JHEP07(2018)168,10.1007/jhep07(2018)168
oai:repo.scoap3.org:41704,2019-08-01T09:58:40Z,DOI10.1103/PhysRevD.98.013008,10.1103/physrevd.98.013008
oai:repo.scoap3.org:41715,2019-08-01T09:47:42Z,DOI10.1007/JHEP07(2018)170,10.1007/jhep07(2018)170
oai:repo.scoap3.org:41723,2019-08-01T09:47:31Z,DOI10.1140/epjc/s10052-018-6085-5,10.1140/epjc/s10052-018-6085-5
oai:repo.scoap3.org:41731,2019-08-01T09:51:48Z,DOI10.1140/epjc/s10052-018-6088-2,10.1140/epjc/s10052-018-6088-2
